Possession Length,# Dribbles,# Passes,Ball Distance,Average Ball Speed,Off Player Distances,Off Player Speeds,Def Player Distances,Def Player Speeds,Trigger,Outcome,OutcomeMSG,OutcomeMSGaction,Team Id,Game Id
1.36,0,0,22.27,11.16,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 4.03, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 8.16, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 2.06, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 10.25, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 4.64}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 2.02, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 4.09, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 1.03, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.14, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 2.33}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.08, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 12.33, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 1.95, '267de25c-42a5-403a-9fde-0be582ac053b': 13.29, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.68}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 2.05, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.18, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 0.98, '267de25c-42a5-403a-9fde-0be582ac053b': 6.66, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 2.35}",SHOT,stoppage,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
4.96,2,1,63.23,8.69,"{'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 65.17, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 18.92, '79b83f96-5723-4219-b521-57de6111ee97': 8.31, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 32.95, '986b713a-b20b-4eb0-919e-c859d0508af7': 63.79}","{'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 8.96, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 2.6, '79b83f96-5723-4219-b521-57de6111ee97': 1.14, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 4.53, '986b713a-b20b-4eb0-919e-c859d0508af7': 8.77}","{'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 57.79, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 45.98, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 53.94, '267de25c-42a5-403a-9fde-0be582ac053b': 43.5, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 17.02}","{'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 7.94, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.32, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.41, '267de25c-42a5-403a-9fde-0be582ac053b': 5.98, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 2.34}",REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,1,3,126.59,10.84,"{'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 78.08, '986b713a-b20b-4eb0-919e-c859d0508af7': 54.29, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 59.51, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 51.85, '79b83f96-5723-4219-b521-57de6111ee97': 80.34}","{'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.69, '986b713a-b20b-4eb0-919e-c859d0508af7': 4.65, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.1, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 4.44, '79b83f96-5723-4219-b521-57de6111ee97': 6.88}","{'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 56.0, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 73.1, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 68.63, '267de25c-42a5-403a-9fde-0be582ac053b': 63.06, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 63.39}","{'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.8, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.26, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.88, '267de25c-42a5-403a-9fde-0be582ac053b': 5.4, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 5.43}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.76,1,2,137.49,12.08,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 61.81, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 67.72, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 74.84, '79b83f96-5723-4219-b521-57de6111ee97': 77.26, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 82.05}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.43, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.95, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.58, '79b83f96-5723-4219-b521-57de6111ee97': 6.79, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 7.21}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 80.14, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 79.96, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 88.03, '267de25c-42a5-403a-9fde-0be582ac053b': 66.53, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 45.14}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.04, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 7.03, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 7.73, '267de25c-42a5-403a-9fde-0be582ac053b': 5.85, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 3.97}",REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
6.44,6,0,76.28,8.08,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 37.18, '561048bb-c412-4d8b-a0bc-27d250a1a431': 79.45, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 12.66, '79b83f96-5723-4219-b521-57de6111ee97': 63.46, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 69.48}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 3.94, '561048bb-c412-4d8b-a0bc-27d250a1a431': 8.41, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 1.34, '79b83f96-5723-4219-b521-57de6111ee97': 6.72, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 7.36}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 79.61, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 75.92, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 43.31, '267de25c-42a5-403a-9fde-0be582ac053b': 53.22, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 14.33}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 8.43, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 8.04, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 4.59, '267de25c-42a5-403a-9fde-0be582ac053b': 5.63, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 1.52}",REB,shot,1.0,103.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,5,1,61.68,5.28,"{'561048bb-c412-4d8b-a0bc-27d250a1a431': 63.73, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 63.12, '79b83f96-5723-4219-b521-57de6111ee97': 77.73, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 41.04, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 76.91}","{'561048bb-c412-4d8b-a0bc-27d250a1a431': 5.46, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 5.41, '79b83f96-5723-4219-b521-57de6111ee97': 6.66, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 3.52, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 6.59}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 76.49, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 49.03, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 31.41, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 68.5, '267de25c-42a5-403a-9fde-0be582ac053b': 69.08}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.55, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 4.2, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 2.69, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.87, '267de25c-42a5-403a-9fde-0be582ac053b': 5.92}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
5.28,5,0,86.44,11.16,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 66.04, '561048bb-c412-4d8b-a0bc-27d250a1a431': 61.5, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 63.47, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 13.49, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 80.93}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 8.53, '561048bb-c412-4d8b-a0bc-27d250a1a431': 7.94, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 8.2, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 1.74, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 10.45}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 53.83, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 70.31, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 54.87, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 50.75, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 55.65}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.95, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 9.08, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 7.09, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.55, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 7.19}",REB,shot,2.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.32,8,1,105.3,9.81,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 56.72, '561048bb-c412-4d8b-a0bc-27d250a1a431': 86.64, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 77.62, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 93.47, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 71.42}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.28, '561048bb-c412-4d8b-a0bc-27d250a1a431': 8.07, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.23, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 8.71, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 6.65}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 52.28, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 76.37, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 53.78, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 56.54, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 79.29}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.87, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 7.11, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 5.01, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 5.27, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 7.39}",REB,shot,2.0,6.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,6,1,94.66,8.11,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 69.15, '561048bb-c412-4d8b-a0bc-27d250a1a431': 61.3, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 80.7, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 69.55, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 64.8}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.92, '561048bb-c412-4d8b-a0bc-27d250a1a431': 5.25, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.91, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.96, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 5.55}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 74.49, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 75.94, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 61.53, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 64.12, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 63.85}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.38, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 6.5, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 5.27, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 5.49, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 5.47}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
8.0,6,1,66.36,5.66,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 47.53, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 57.88, '561048bb-c412-4d8b-a0bc-27d250a1a431': 63.35, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 87.73, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 69.19}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 4.05, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 4.93, '561048bb-c412-4d8b-a0bc-27d250a1a431': 5.4, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.48, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 5.9}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 57.51, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 51.09, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 60.2, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 51.88, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 52.46}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 4.9, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 4.35, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 5.13, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.42, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.47}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,7,1,106.21,9.1,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 53.43, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 78.4, '561048bb-c412-4d8b-a0bc-27d250a1a431': 96.86, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 85.57, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 61.41}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 4.58, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 6.72, '561048bb-c412-4d8b-a0bc-27d250a1a431': 8.3, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.33, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 5.26}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 59.85, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 67.14, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 67.99, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 53.91, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 48.28}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 5.13, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.75, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 5.82, '1424d944-bd15-4a60-9f13-ebf5e2a67d84': 4.62, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.14}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
6.48,5,1,108.41,11.41,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 79.7, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 65.24, '561048bb-c412-4d8b-a0bc-27d250a1a431': 65.28, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 88.26, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 68.65}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 8.39, 'e77c0b40-1652-4d89-8daf-a2f6028938dd': 6.86, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.87, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 9.29, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 7.22}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 88.08, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 78.91, '267de25c-42a5-403a-9fde-0be582ac053b': 76.07, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 75.0, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 53.78}","{'ff41362b-89ef-11e6-babd-a45e60e298d3': 9.27, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 8.3, '267de25c-42a5-403a-9fde-0be582ac053b': 8.0, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 7.89, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 5.66}",REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,6,2,138.25,11.84,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 64.83, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 92.06, '79b83f96-5723-4219-b521-57de6111ee97': 55.97, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 72.82, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 77.58}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.55, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 7.89, '79b83f96-5723-4219-b521-57de6111ee97': 4.79, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 6.24, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 6.65}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 54.55, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 77.15, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 93.58, '267de25c-42a5-403a-9fde-0be582ac053b': 51.63, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 54.83}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 4.67, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 6.61, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 8.02, '267de25c-42a5-403a-9fde-0be582ac053b': 4.42, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.7}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
6.24,3,1,106.96,11.69,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 62.35, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 20.77, '79b83f96-5723-4219-b521-57de6111ee97': 31.29, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 88.74, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 71.4}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.81, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 2.27, '79b83f96-5723-4219-b521-57de6111ee97': 3.42, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 9.7, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 7.8}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 72.38, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 57.96, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 60.0, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 75.97, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 81.95}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.91, 'f29ca586-3ba3-4010-8a2c-84e54f0737ba': 6.33, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 6.56, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 8.3, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 8.95}",REB,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,4,3,92.04,7.88,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 67.34, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 75.19, '79b83f96-5723-4219-b521-57de6111ee97': 86.24, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 55.34, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 75.86}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 5.77, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 6.44, '79b83f96-5723-4219-b521-57de6111ee97': 7.39, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 4.74, '297a0fda-0a03-4003-bf39-aa92b7a730ff': 6.5}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 78.47, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 40.03, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 76.93, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 57.88, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 58.13}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 6.72, '82a7f31c-e3b4-4105-8d3e-0e4dcde0f73b': 3.43, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.59, 'ff415fa8-89ef-11e6-bc85-a45e60e298d3': 4.96, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.98}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,6,1,63.51,5.44,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 97.49, '561048bb-c412-4d8b-a0bc-27d250a1a431': 77.98, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 56.68, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 101.64, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 63.67}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 8.35, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.68, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 4.85, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 8.71, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 5.45}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 68.25, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 40.49, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 74.84, '267de25c-42a5-403a-9fde-0be582ac053b': 83.44, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 37.41}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 5.85, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 3.47, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 6.41, '267de25c-42a5-403a-9fde-0be582ac053b': 7.15, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 3.2}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
4.24,2,1,86.36,13.89,"{'a6904c1c-0dc5-41c8-a618-b3a276131726': 52.83, '561048bb-c412-4d8b-a0bc-27d250a1a431': 41.44, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 44.21, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 60.32, '986b713a-b20b-4eb0-919e-c859d0508af7': 58.61}","{'a6904c1c-0dc5-41c8-a618-b3a276131726': 8.5, '561048bb-c412-4d8b-a0bc-27d250a1a431': 6.66, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 7.11, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 9.7, '986b713a-b20b-4eb0-919e-c859d0508af7': 9.42}","{'267de25c-42a5-403a-9fde-0be582ac053b': 41.07, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 47.37, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 52.0, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 47.52, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 71.2}","{'267de25c-42a5-403a-9fde-0be582ac053b': 6.6, '61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.62, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 8.36, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 7.64, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 11.45}",REB,shot,2.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
7.96,5,4,120.84,10.35,"{'986b713a-b20b-4eb0-919e-c859d0508af7': 78.52, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 56.16, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 74.95, '79b83f96-5723-4219-b521-57de6111ee97': 67.23, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 92.32}","{'986b713a-b20b-4eb0-919e-c859d0508af7': 6.73, 'ff411907-89ef-11e6-9c68-a45e60e298d3': 4.81, 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3': 6.42, '79b83f96-5723-4219-b521-57de6111ee97': 5.76, 'a6904c1c-0dc5-41c8-a618-b3a276131726': 7.91}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 82.12, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 80.36, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 68.71, '267de25c-42a5-403a-9fde-0be582ac053b': 54.05, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 47.19}","{'61fc6b15-5ce2-4613-a67b-f15bada3aa57': 7.03, 'ff41362b-89ef-11e6-babd-a45e60e298d3': 6.88, 'ff41f5c7-89ef-11e6-8f93-a45e60e298d3': 5.89, '267de25c-42a5-403a-9fde-0be582ac053b': 4.63, 'ff41baca-89ef-11e6-8ca0-a45e60e298d3': 4.04}",REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,31cb8a55-0ee0-4d47-aa38-4f512e54e763
